0.3500593	0.9651228
0.17392167	0.99335873
0.8901736	0.5113838
0.35917503	0.3613988
0.19104597	0.7007725
0.5745637	0.30554724
0.63486826	0.8569832
0.80624616	0.8390132
0.54092354	0.9656053
0.30489057	0.938051
0.2719364	0.83370847
0.18120399	0.097398914
0.024606202	0.6741353
0.49126548	0.83946484
0.5174917	0.18227085
0.21547872	0.36020607
0.33575958	0.19165137
0.24883623	0.027727565
0.5342943	0.85938877
0.6874589	0.1756035
0.20784365	0.6446801
0.66332436	0.94716364
0.110077396	0.26715377
0.9652497	0.3230756
0.47663012	0.21017948
0.6481	0.43839085
0.6939894	0.10384968
0.03847045	0.43352315
0.29679996	0.44155976
0.6384796	0.941206
0.8214052	0.61277056
0.8040069	0.047435436
0.26263216	0.6296795
0.44718447	0.10846595
0.38075122	0.8106752
0.07072463	0.63884175
0.73122627	0.2346587
0.66497046	0.66850305
0.26411048	0.9393178
0.93644357	0.9402368
0.50805664	0.99759257
0.6661109	0.20417924
0.44245794	0.49933726
0.6830528	0.34844303
0.20224404	0.87240905
0.34496263	0.75540215
0.79325587	0.60083497
0.3074885	0.49998873
0.21600501	0.20833193
0.33472326	0.39740747
0.92961705	0.35798156
0.09658335	0.9785822
0.3511507	0.29477328
0.36268586	0.9525177
0.36630273	0.016247684
0.686735	0.017959146
0.063844286	0.72620493
0.9249239	0.18830821
0.88254493	0.15121931
0.5429459	0.26238167
0.8805743	0.20169754
0.5963978	0.42346004
0.50944626	0.39745343
0.90244395	0.024399376
0.48348543	0.3252804
0.4679295	0.786273
0.9185718	0.4677194
0.5774217	0.56566936
0.11051424	0.028789628
0.44676706	0.54342914
0.48425245	0.12554735
0.6707891	0.52314836
0.9847258	0.08840972
0.59785074	0.91915196
0.1794022	0.17801094
0.5417328	0.44050086
0.22086637	0.4478264
0.4270246	0.9187107
0.7630057	0.45066655
0.13166751	0.45477733
0.85484415	0.8375559
0.3865009	0.603861
0.8224654	0.22519122
0.96207666	0.044152293
0.7088626	0.5832244
0.7248218	0.63418835
0.45285615	0.7526621
0.89994633	0.6771618
0.080881745	0.092218265
0.6940163	0.7927161
0.006880344	0.9126368
0.80630237	0.046350494
0.7824256	0.51728374
0.7211645	0.67693615
0.055869278	0.7385393
0.9116589	0.5741325
0.15666464	0.8067258
0.540014	0.4749379
0.19956739	0.023162635
0.7343145	0.08613603
0.4263908	0.28768274
0.21583414	0.03516557
0.19697428	0.4711991
0.76923794	0.6649028
0.8504708	0.27186012
0.25882792	0.8348332
0.1118576	0.8901725
0.75329995	0.37562135
0.18328366	0.77450675
0.82456994	0.57574683
0.4658686	0.57013273
0.6368197	0.8074942
0.16191825	0.73764163
0.7508774	0.69644195
0.68810177	0.4248258
0.4940734	0.5978366
0.77393234	0.19826883
0.54736954	0.35330114
0.19358134	0.44117498
0.7586636	0.6910921
0.015073355	0.03361086
0.018625503	0.79055756
0.49654	0.4734511
0.41649798	0.23607355
0.43988672	0.6307923
0.6779501	0.07919686
0.88836354	0.005864626
0.26356122	0.41147357
0.54198146	0.18061268
0.26774332	0.60387844
0.38506815	0.63377506
0.68085235	0.97288847
0.2274572	0.8955481
0.02869114	0.36453053
0.7052767	0.1670946
0.63901	0.80239034
0.18952663	0.13266183
0.0532275	0.5602884
0.11160587	0.7722922
0.45003465	0.7483912
0.6129642	0.7440159
0.6995562	0.3770408
0.71666265	0.90265507
0.2563118	0.51647145
0.22814766	0.22258332
0.37006065	0.1051426
0.6443841	0.30870885
0.031548157	0.8208417
0.033062786	0.2521104
0.5617959	0.14070265
0.13772653	0.37586367
0.60929507	0.4534247
0.3464327	0.033762924
0.44090378	0.3320706
0.7192412	0.052525166
0.4077653	0.49712515
0.71929413	0.5617145
0.7804763	0.23512556
0.32935122	0.034110453
0.1725207	0.19266327
0.3704644	0.8289686
0.8482964	0.47869894
0.21131851	0.19500867
0.91554034	0.17062832
0.43950182	0.9419718
0.78501624	0.59724426
0.4093625	0.9119461
0.13322711	0.37311113
0.045600697	0.52934736
0.049091734	0.62243545
0.30454677	0.46517476
0.72070485	0.6379804
0.4357637	0.581009
0.74354666	0.6927838
0.1456994	0.9470762
0.31551716	0.6565701
0.30196285	0.8879025
0.2402282	0.9569797
0.18835033	0.013490233
0.069826074	0.5256497
0.03356601	0.770488
0.8568154	0.18502288
0.23049842	0.15936318
0.98018557	0.039910033
0.13001679	0.22801475
0.77577305	0.18035036
0.33441967	0.9391256
0.78655344	0.5634775
0.30944997	0.31200537
0.29751143	0.66996944
0.9197159	0.24067587
0.40905035	0.8975363
0.7238763	0.526178
0.9390852	0.5796289
0.079570256	0.91942257
0.7646678	0.26531693
0.48823768	0.18203214
0.8011223	0.73202676
0.81681	0.57449967
0.4431314	0.6253391
0.9606981	0.1931965
0.511157	0.9355977
0.98594743	0.29149437
0.98397106	0.6296749
0.25724912	0.6755279
0.4170217	0.73788327
0.1735314	0.8724157
0.60288596	0.34097913
0.29520437	0.3849944
0.403724	0.39595512
0.10580245	0.60922265
0.47906592	0.6047348
0.59212595	0.22163531
0.25952515	0.5084607
0.13895468	0.42217523
0.51364905	0.6439457
